Score	normalized_score	Ensembl_Gene	gene
0.0190365548888219	1.37976044711328e-06	ENSMUSG00000097569	Gm26640
0.00738038581099887	5.34926854461033e-07	ENSMUSG00000088088	Rmrp
0.143527609482898	1.04028128928679e-05	ENSMUSG00000052837	Junb
0.124311801054837	9.01006023445944e-06	ENSMUSG00000072612	Gm10382
0.0764626684086014	5.54197785088073e-06	ENSMUSG00000031618	Nr3c2
0.00938855197811635	6.80477783439614e-07	ENSMUSG00000083796	Gm13369
0.00486096755918555	3.52320617466518e-07	ENSMUSG00000031543	Ank1
0.0398814148607884	2.89058598686587e-06	ENSMUSG00000047586	Nccrp1
0.0524797272942567	3.80370568197845e-06	ENSMUSG00000085289	Gm15337
0.0227190609930289	1.64666673864093e-06	ENSMUSG00000037577	Ephx3
0.0104462860124016	7.57141843328376e-07	ENSMUSG00000096768	Gm47283
0.0268096738625249	1.94315241447597e-06	ENSMUSG00000030103	Bhlhe40
0.00696432519405866	5.04770978767751e-07	ENSMUSG00000087108	Gm16093
0.0178013262217948	1.29023166063599e-06	ENSMUSG00000042784	Muc1
0.0238717368548936	1.73021213705107e-06	ENSMUSG00000034842	Art3
0.0190922777718846	1.38379921518334e-06	ENSMUSG00000060568	Fam78b
0.00550968568586773	3.99339398845236e-07	ENSMUSG00000051000	Fam160a1
0.0438146456206206	3.17566468222227e-06	ENSMUSG00000022041	Chrna2
0.0179975159690132	1.30445140023289e-06	ENSMUSG00000056367	Actr3b
0.014052773340027	1.01853833007371e-06	ENSMUSG00000071552	Tigit
0.0189221002316311	1.37146482797935e-06	ENSMUSG00000092474	Gm20478
0.0034977525432586	2.53515441274089e-07	ENSMUSG00000045087	S1pr5
0.0705150020986681	5.11089382464798e-06	ENSMUSG00000035067	Xkr6
0.0629940643084899	4.56577982956366e-06	ENSMUSG00000040441	Slc26a10
0.00314761696862673	2.2813778130222e-07	ENSMUSG00000092278	Gm8752
0.0135745898255347	9.83879816303162e-07	ENSMUSG00000006651	Aplp1
0.0105779777224905	7.66686795860731e-07	ENSMUSG00000026153	Fam135a
0.0336485391702172	2.43883012033176e-06	ENSMUSG00000001025	S100a6
0.03425321007973	2.48265638035298e-06	ENSMUSG00000022912	Pros1
0.0121599610787122	8.81348197340884e-07	ENSMUSG00000097008	NA
0.0259393423697513	1.88007120169249e-06	ENSMUSG00000048807	Slc35e4
0.175659143642379	1.27316912113053e-05	ENSMUSG00000097070	NA
0.0111481071160326	8.080095032277e-07	ENSMUSG00000096945	NA
0.0218259560295756	1.58193491553059e-06	ENSMUSG00000076609	Igkc
0.00960401506958306	6.96094445863815e-07	ENSMUSG00000001333	Sync
0.074474557247396	5.39788049919519e-06	ENSMUSG00000026656	Fcgr2b
0.0357683759536933	2.59247488248846e-06	ENSMUSG00000039021	Ttc16
0.0221712968034632	1.60696505062428e-06	ENSMUSG00000068246	Apol9b
0.030770966584114	2.230265027478e-06	ENSMUSG00000031748	Gnao1
0.016245442590192	1.17746195478669e-06	ENSMUSG00000041801	Phlda3
0.020863797616914	1.51219813125418e-06	ENSMUSG00000000817	Fasl
0.00977823370077009	7.08721729417271e-07	ENSMUSG00000025175	Fn3k
0.00202971516205194	1.47112789885623e-07	ENSMUSG00000032374	Plod2
0.00338027448629961	2.45000687562485e-07	ENSMUSG00000024511	Rab27b
0.0067909110277292	4.92202002444677e-07	ENSMUSG00000097722	NA
0.00274936051017779	1.99272342551119e-07	ENSMUSG00000029206	Nsun7
0.0259228752586479	1.87887767330926e-06	ENSMUSG00000030247	Kcnj8
0.0107983014186382	7.82655752601157e-07	ENSMUSG00000060678	H4c3
0.0198101072571875	1.43582715497482e-06	ENSMUSG00000092124	B930094E09Rik
0.0190665602109834	1.38193521859704e-06	ENSMUSG00000022610	Mapk12
0.0184011865376964	1.33370925111954e-06	ENSMUSG00000090186	Gm52951
0.0160812632143013	1.16556231168379e-06	ENSMUSG00000028885	Smpdl3b
0.00861393115799875	6.24333634703106e-07	ENSMUSG00000038725	Pkhd1l1
0.019691821790967	1.42725388062383e-06	ENSMUSG00000078493	NA
0.0140433090132435	1.01785236016841e-06	ENSMUSG00000036181	H1f2
0.0294407192946284	2.13384933642302e-06	ENSMUSG00000044471	Lncpint
0.00652397955908094	4.72854936513803e-07	ENSMUSG00000022114	Spry2
0.0579868131327981	4.20285664512561e-06	ENSMUSG00000018930	Ccl4
0.00581934807897398	4.21783581863737e-07	ENSMUSG00000076752	Trgc2
0.00313387843195051	2.2714201869613e-07	ENSMUSG00000062093	Gm10110
0.00773251185546738	5.60448782740261e-07	ENSMUSG00000039652	Cpeb3
0.00388694819964948	2.81724157400122e-07	ENSMUSG00000019856	Fam184a
0.00957307158227336	6.93851676616175e-07	ENSMUSG00000026764	Kif5c
0.0896490934068793	6.49772366506337e-06	ENSMUSG00000021701	Plk2
0.0359334685032838	2.60444071198694e-06	ENSMUSG00000096802	NA
0.0107090125374602	7.76184136947177e-07	ENSMUSG00000043623	4933412A08Rik
0.00640550948272138	4.64268281707718e-07	ENSMUSG00000014609	Chrne
0.0211878037798707	1.53568194389147e-06	ENSMUSG00000075029	4930558J22Rik
0.00218392209371737	1.5828963497263e-07	ENSMUSG00000089948	Far2os1
0.00422138199835863	3.05963760118767e-07	ENSMUSG00000086513	Gvin-ps1
0.163260813399021	1.18330661302472e-05	ENSMUSG00000050014	Apol10b
0.00803440119390176	5.82329578451965e-07	ENSMUSG00000051627	H1f4
0.0180583227537092	1.30885864707612e-06	ENSMUSG00000035042	Ccl5
0.00760997065561842	5.51567054839343e-07	ENSMUSG00000020891	Alox8
0.0482836409124429	3.49957533611965e-06	ENSMUSG00000056501	Cebpb
0.00377883972604799	2.73888506635354e-07	ENSMUSG00000092837	Rpph1
0.00683351863631749	4.952901816567e-07	ENSMUSG00000057766	Ankrd29
0.00196581577884097	1.42481392972456e-07	ENSMUSG00000066000	Zfp979
0.0127642300267251	9.25145323383716e-07	ENSMUSG00000006179	Prss16
0.00394575721577443	2.85986606927189e-07	ENSMUSG00000050241	Klre1
0.00203663382144271	1.47614251028681e-07	ENSMUSG00000030270	Cpne9
0.0338888359634067	2.45624671764925e-06	ENSMUSG00000030792	Dkkl1
0.0230909851544514	1.67362362502366e-06	ENSMUSG00000034573	Ptpn13
0.00130382397551523	9.45005418217898e-08	ENSMUSG00000032899	Styk1
0.0132410557168912	9.59705422692701e-07	ENSMUSG00000098843	Gm27240
0.00144882966825105	1.05010485486052e-07	ENSMUSG00000032135	Mcam
0.0140518339950469	1.01847024679618e-06	ENSMUSG00000085205	Gm13185
0.0479416991403554	3.47479155906033e-06	ENSMUSG00000070999	Ccin
0.0391798306717242	2.8397354984217e-06	ENSMUSG00000027276	Jag1
0.0131704810422897	9.54590203833421e-07	ENSMUSG00000086228	Ubap1l
0.00239800217960863	1.73806057810295e-07	ENSMUSG00000085341	NA
0.00732199428845137	5.30694664669955e-07	ENSMUSG00000034958	Atcay
0.0954373057201373	6.917250541432e-06	ENSMUSG00000021796	Bmpr1a
0.0277887436119811	2.01411492440248e-06	ENSMUSG00000014932	Yes1
0.0456338522994968	3.30751991733687e-06	ENSMUSG00000054364	Rhob
0.00864949404410605	6.26911215779231e-07	ENSMUSG00000000942	Hoxa4
0.00124555857649477	9.02774934039843e-08	ENSMUSG00000075014	Gm10800
0.00368738462092471	2.67259884099783e-07	ENSMUSG00000057359	Gm17494
0.00760181168214856	5.5097569632156e-07	ENSMUSG00000051359	Ncald
0.00987750963139659	7.15917201666782e-07	ENSMUSG00000044957	Pp2d1
0.00500329250580969	3.62636261927208e-07	ENSMUSG00000057886	Cbx3-ps6
0.00237243860583851	1.71953222138038e-07	ENSMUSG00000097206	NA
0.00709464917697698	5.1421679908509e-07	ENSMUSG00000030167	Klrc1
0.00303486679787796	2.19965702535186e-07	ENSMUSG00000015437	Gzmb
0.0106353512208572	7.70845199743218e-07	ENSMUSG00000037032	Apbb1
0.013000248601189	9.42251837442124e-07	ENSMUSG00000005045	Chd5
0.0148930714353469	1.07944273648959e-06	ENSMUSG00000089994	Gm16239
0.0438210832306466	3.17613127713609e-06	ENSMUSG00000026358	Rgs1
0.0138361169050535	1.00283517467953e-06	ENSMUSG00000042766	Trim46
0.0412544366817071	2.9901019556213e-06	ENSMUSG00000045377	Tmem88
0.0154512239576158	1.11989736592127e-06	ENSMUSG00000048617	Rtbdn
0.0298406836063574	2.16283855956784e-06	ENSMUSG00000078157	Fem1al
0.0137193758321751	9.94373837223678e-07	ENSMUSG00000052364	B630019K06Rik
0.00137500170568763	9.96594698621168e-08	ENSMUSG00000085666	Tdg-ps2
0.0124859126902617	9.04973015167186e-07	ENSMUSG00000086953	Aknaos
0.0101530892454979	7.35891081068199e-07	ENSMUSG00000097799	NA
0.0162987864584269	1.18132829299318e-06	ENSMUSG00000090697	NA
0.0115589478492844	8.37787044233124e-07	ENSMUSG00000085884	Gm15342
0.0231294498119049	1.67641152510726e-06	ENSMUSG00000028597	Gpx7
0.00413853974432596	2.99959392935128e-07	ENSMUSG00000040552	C3ar1
0.00926690743657341	6.71661044906386e-07	ENSMUSG00000060260	Pwwp2b
0.00492848090229009	3.57213952474457e-07	ENSMUSG00000016382	Pls3
0.0288215126536944	2.08896953349963e-06	ENSMUSG00000019850	Tnfaip3
0.0117834642952701	8.54059889488303e-07	ENSMUSG00000032369	Plscr1
0.00765787435550041	5.55039092230225e-07	ENSMUSG00000032940	Rbm11
0.0759188968899368	5.50256554975261e-06	ENSMUSG00000024232	Bambi
0.0683668172722312	4.95519440981599e-06	ENSMUSG00000003032	Klf4
0.0179372350069614	1.3000822647649e-06	ENSMUSG00000091996	BC049352
0.00688678467500295	4.99150878814449e-07	ENSMUSG00000028063	Lmna
0.00889329772978734	6.44581990997126e-07	ENSMUSG00000090559	Gm17137
0.00292683121309502	2.12135334717331e-07	ENSMUSG00000070291	Ddx43
0.00502837492632312	3.64454223840191e-07	ENSMUSG00000030688	Stard10
0.0566668377839695	4.10718545944549e-06	ENSMUSG00000074075	NA
0.00542570528274763	3.93252539156892e-07	ENSMUSG00000073753	Gm10571
0.00292401180369873	2.11930985264821e-07	ENSMUSG00000029228	Lnx1
0.00285163769437113	2.06685344232162e-07	ENSMUSG00000040828	Catsperd
0.0118456996116362	8.58570675627757e-07	ENSMUSG00000033967	Rnf225
0.00713658187157235	5.17256060851805e-07	ENSMUSG00000031785	Adgrg1
0.00516322573219053	3.74228146132531e-07	ENSMUSG00000022865	Cxadr
0.00194960922434018	1.41306749607899e-07	ENSMUSG00000090628	Gm17083
0.00976272351986157	7.0759755887958e-07	ENSMUSG00000091318	Gm5415
0.00532039819003848	3.8561993114724e-07	ENSMUSG00000026285	Pdcd1
0.00572381310354205	4.14859252268033e-07	ENSMUSG00000071203	Naip5
0.00407453961952594	2.95320694319486e-07	ENSMUSG00000059602	Syn3
0.00202384392426095	1.46687245362104e-07	ENSMUSG00000081730	Gm13785
0.0217398160975529	1.57569153421417e-06	ENSMUSG00000041481	Serpina3g
0.0138547160812443	1.00418323412657e-06	ENSMUSG00000028451	1700022I11Rik
0.00836064499895261	6.05975574324318e-07	ENSMUSG00000049001	Ndnf
0.00813887239236441	5.89901601244068e-07	ENSMUSG00000079402	Gm3020
0.00834270171274482	6.04675053471394e-07	ENSMUSG00000096488	Gm10409
0.00391117018940187	2.8347975570065e-07	ENSMUSG00000086166	Gm14342
0.00142281211684144	1.03124745730336e-07	ENSMUSG00000031373	Car5b
0.0124256194004366	9.00602986188057e-07	ENSMUSG00000032204	Aqp9
0.0209076086120704	1.5153735313525e-06	ENSMUSG00000000303	Cdh1
0.0111969554465713	8.1155000699944e-07	ENSMUSG00000027983	Cyp2u1
0.00318261637390517	2.30674521555786e-07	ENSMUSG00000015133	Lrrk1
0.0166348116601641	1.20568323984664e-06	ENSMUSG00000045064	Zc2hc1c
0.00233571088145933	1.69291214137808e-07	ENSMUSG00000097122	NA
0.0131222130797407	9.51091764857627e-07	ENSMUSG00000090516	Rps11-ps1
0.00824182481904197	5.97363544179313e-07	ENSMUSG00000089672	NA
0.00997341354735222	7.22868271896225e-07	ENSMUSG00000079457	Gm7609
0.0127019726787138	9.20632940401086e-07	ENSMUSG00000050777	Tmem37
0.00680873787756041	4.93494084044387e-07	ENSMUSG00000009092	Derl3
0.00626969401057493	4.54424440862139e-07	ENSMUSG00000091831	Gm4707
0.00408421236879422	2.9602177058739e-07	ENSMUSG00000054598	9130230L23Rik
0.0102037725878428	7.39564585623165e-07	ENSMUSG00000029816	Gpnmb
0.00443895318536827	3.21733216305593e-07	ENSMUSG00000020669	Sh3yl1
0.00503161902667237	3.64689354691046e-07	ENSMUSG00000024548	Setbp1
0.0107061954759518	7.75979957668461e-07	ENSMUSG00000051537	Gm5124
0.0019164445066637	1.38902986639393e-07	ENSMUSG00000024064	Galnt14
0.00948650548777118	6.87577407245863e-07	ENSMUSG00000081339	Gm16044
0.00404438966652488	2.93135440061236e-07	ENSMUSG00000025597	Klhl4
0.00632548263264809	4.58467973664426e-07	ENSMUSG00000052271	Bhlha15
0.00308890134730732	2.23882100986252e-07	ENSMUSG00000034818	Celf5
0.0021956327404076	1.59138417076727e-07	ENSMUSG00000038151	Prdm1
0.00205666717763279	1.49066259160164e-07	ENSMUSG00000074158	Zfp976
0.00304551547725803	2.20737513753572e-07	ENSMUSG00000031586	Rbpms
0.00714797884577827	5.18082108123379e-07	ENSMUSG00000022586	Ly6i
0.00140950314982662	1.02160118129059e-07	ENSMUSG00000001497	Pax9
0.00466057108674618	3.37795976425758e-07	ENSMUSG00000033147	Slc22a15
0.00563401482636012	4.08350715833885e-07	ENSMUSG00000040841	Six5
0.0101745044349948	7.37443243820743e-07	ENSMUSG00000097089	Gm26879
0.0119377143007622	8.65239856545782e-07	ENSMUSG00000084760	Gm15472
0.01131784745936	8.2031220260636e-07	ENSMUSG00000099241	Gvin-ps2
0.00316184227723975	2.29168824906846e-07	ENSMUSG00000025380	Fscn2
0.00205091045488698	1.48649014632672e-07	ENSMUSG00000086188	Gm15169
0.0216140794304066	1.56657820036287e-06	ENSMUSG00000047787	Flrt1
0.0109684023399589	7.94984586501331e-07	ENSMUSG00000027456	Sdcbp2
0.00317172279270532	2.29884959969944e-07	ENSMUSG00000033249	Hsf4
0.00324988355744035	2.35550015035178e-07	ENSMUSG00000043542	Zc2hc1a
0.016174674471732	1.17233271520852e-06	ENSMUSG00000047293	Gpr15
0.0207145701216215	1.50138219334794e-06	ENSMUSG00000024936	Kcnk7
0.0126595245330733	9.175563189877e-07	ENSMUSG00000027223	Mapk8ip1
0.0109247231230693	7.91818737629144e-07	ENSMUSG00000022679	Mpv17l
0.038174141067072	2.7668435940474e-06	ENSMUSG00000037003	Tns2
0.0068468902045873	4.96259346567174e-07	ENSMUSG00000023243	Kcnk5
0.00321402831900418	2.3295124440126e-07	ENSMUSG00000023084	Lrrc71
0.00236478340878923	1.71398377095689e-07	ENSMUSG00000032507	Fbxl2
0.00339241209529974	2.45880415691798e-07	ENSMUSG00000085847	Gm14540
0.0708861229385933	5.13779248667053e-06	ENSMUSG00000089652	Gm16025
0.00423608255176594	3.0702924924012e-07	ENSMUSG00000018537	Pcgf2
0.00102062487799127	7.39744058847048e-08	ENSMUSG00000006931	P3h4
0.00300333654027983	2.17680404456029e-07	ENSMUSG00000042942	Greb1l
0.00940312452854398	6.8153399496586e-07	ENSMUSG00000052673	Gm9887
0.0226356220714503	1.64061912527725e-06	ENSMUSG00000026475	Rgs16
0.00403792490576793	2.92666877275344e-07	ENSMUSG00000000127	Fer
0.0039494455546766	2.8625393597714e-07	ENSMUSG00000018925	Heatr9
0.00445199798099054	3.22678696889942e-07	ENSMUSG00000029822	Osbpl3
0.0102746227059709	7.4469976849829e-07	ENSMUSG00000044320	1700001O22Rik
0.00296148376291184	2.14646935051956e-07	ENSMUSG00000052736	Klrc2
0.00476280869489714	3.45206109654065e-07	ENSMUSG00000044393	Dsg2
0.00534904038640201	3.87695903921288e-07	ENSMUSG00000064125	Prr36
0.0158047600639701	1.14552149481554e-06	ENSMUSG00000034612	Chst11
0.00388900027985601	2.81872891197798e-07	ENSMUSG00000097160	A630072L19Rik
0.00790748707600868	5.73130903530382e-07	ENSMUSG00000074213	Gm10642
0.0114893590201823	8.327432789869e-07	ENSMUSG00000042622	Maff
0.0126296688983874	9.15392396780993e-07	ENSMUSG00000039899	Fgl2
0.00564582127379214	4.09206441530198e-07	ENSMUSG00000097667	NA
0.00460004526295023	3.33409093494979e-07	ENSMUSG00000086127	Gm11934
0.00771100263127877	5.58889804397969e-07	ENSMUSG00000032656	Marchf3
0.0120403487007532	8.72678749058001e-07	ENSMUSG00000019590	Cyb561
0.00506582136015131	3.67168323559565e-07	ENSMUSG00000074634	Tmem267
0.00389643806492939	2.82411978323505e-07	ENSMUSG00000033470	Cysltr2
0.00998116365768127	7.23429996207963e-07	ENSMUSG00000055657	NA
0.00131550564542842	9.5347223702864e-08	ENSMUSG00000020593	Lpin1
0.0070660796466788	5.12146093112909e-07	ENSMUSG00000096351	Samd11
0.00547373834677294	3.96733952799372e-07	ENSMUSG00000054383	Pnma1
0.0114821845907986	8.32223279756368e-07	ENSMUSG00000091462	Gm17084
0.00300973715435091	2.18144317920629e-07	ENSMUSG00000025555	Farp1
0.0114167853495096	8.27483173842833e-07	ENSMUSG00000074892	B3galt5
0.00849244237538501	6.15528185503009e-07	ENSMUSG00000042064	Myo3b
0.00552636193820379	4.00548085685569e-07	ENSMUSG00000032198	Dock6
0.010336287055911	7.49169171262666e-07	ENSMUSG00000030847	Bag3
0.0306698945359333	2.22293937348216e-06	ENSMUSG00000025888	Casp1
0.00658595230631654	4.77346691767525e-07	ENSMUSG00000035202	Lars2
0.0049251862090696	3.5697515467635e-07	ENSMUSG00000024867	Pip5k1b
0.00807741233450508	5.85447005472572e-07	ENSMUSG00000078960	NA
0.00339188759344281	2.4584240004659e-07	ENSMUSG00000085133	B930095G15Rik
0.0175860527862249	1.27462874438102e-06	ENSMUSG00000026826	Nr4a2
0.0181529433983445	1.31571670641042e-06	ENSMUSG00000053046	Brsk2
0.001507170896382	1.09239029961731e-07	ENSMUSG00000096944	NA
0.00252646343586542	1.83116868584868e-07	ENSMUSG00000078202	Nrarp
0.0152897647111172	1.10819487650339e-06	ENSMUSG00000093575	Gm20695
0.00271143662236764	1.96523637194146e-07	ENSMUSG00000084821	Gm15880
0.023074711913857	1.67244414828274e-06	ENSMUSG00000053560	Ier2
0.0066932441190883	4.85123151343647e-07	ENSMUSG00000097136	NA
0.00838623502222759	6.0783032704411e-07	ENSMUSG00000023902	Zscan10
0.0027588672332229	1.99961385317308e-07	ENSMUSG00000008307	1700109H08Rik
0.00326385681955365	2.36562790429343e-07	ENSMUSG00000039470	Zdhhc2
0.00545760158518534	3.9556436799198e-07	ENSMUSG00000003518	Dusp3
0.0230598911493895	1.6713699463209e-06	ENSMUSG00000089844	A530032D15Rik
0.00363732993106825	2.63631943978274e-07	ENSMUSG00000064220	H2ac18
0.0112740440005977	8.17137348742311e-07	ENSMUSG00000090069	E430024P14Rik
0.00616329643306038	4.46712795032281e-07	ENSMUSG00000029657	Hsph1
0.00466524194533719	3.38134518035601e-07	ENSMUSG00000066191	Anks6
0.00423873542953053	3.07221528559146e-07	ENSMUSG00000085081	Rptoros
0.00526574231626453	3.81658499403097e-07	ENSMUSG00000063765	Chadl
0.00171820777641335	1.24534882685609e-07	ENSMUSG00000087371	Gm15541
0.00497100922259646	3.60296384909507e-07	ENSMUSG00000046798	Cldn12
0.00701716510760883	5.08600790578302e-07	ENSMUSG00000071073	Lrrc73
0.00145845294597966	1.05707976080283e-07	ENSMUSG00000047496	Rnf152
0.00397870429724612	2.88374595727051e-07	ENSMUSG00000020644	Id2
0.00462931488052592	3.35530541460166e-07	ENSMUSG00000056671	Prelid2
0.00124719237100401	9.03959100532009e-08	ENSMUSG00000054083	Capn12
0.0200113773125448	1.45041511289011e-06	ENSMUSG00000017314	Mpp2
0.00865424548930442	6.2725559826806e-07	ENSMUSG00000037982	Gm9725
0.00845505618535225	6.12818452225284e-07	ENSMUSG00000084843	B230312C02Rik
0.00516054144179943	3.74033590041272e-07	ENSMUSG00000021139	Gm20498
0.00596082377044308	4.32037672714581e-07	ENSMUSG00000038718	Pbx3
0.00822928885453256	5.96454943432091e-07	ENSMUSG00000086407	Gm14123
0.00460282720056508	3.33610727010588e-07	ENSMUSG00000032578	Cish
0.00937394685419931	6.79419211002342e-07	ENSMUSG00000048583	Igf2
0.00187972889250945	1.36241856382507e-07	ENSMUSG00000034177	Rnf43
0.00304276742489465	2.20538336224878e-07	ENSMUSG00000034282	Evpl
0.00401202331354373	2.90789542186253e-07	ENSMUSG00000047205	Dusp18
0.00315988127850276	2.29026692650777e-07	ENSMUSG00000031802	Phxr4
0.0146511280503717	1.06190679498237e-06	ENSMUSG00000063886	NA
0.00307096160368298	2.22581836898092e-07	ENSMUSG00000032238	Rora
0.00204977630089319	1.48566811690453e-07	ENSMUSG00000099250	NA
0.00204724271024688	1.48383178245045e-07	ENSMUSG00000099021	NA
0.00178973205564961	1.29718928437313e-07	ENSMUSG00000040680	Kremen2
0.00370715922492685	2.68693137995713e-07	ENSMUSG00000020135	Apc2
0.00450249119382618	3.2633842094848e-07	ENSMUSG00000097585	E230029C05Rik
0.0190994075515833	1.38431597822594e-06	ENSMUSG00000056749	Nfil3
0.00967769600722633	7.01434805191442e-07	ENSMUSG00000035678	Tnfsf9
0.00444556316450861	3.22212304450866e-07	ENSMUSG00000023047	Amhr2
0.00682109105352575	4.94389436364844e-07	ENSMUSG00000096924	NA
0.00830177531737546	6.01708727794119e-07	ENSMUSG00000017692	Rhbdl3
0.00646388789646241	4.68499521378735e-07	ENSMUSG00000048240	Gng7
0.00569463768165188	4.12744631561345e-07	ENSMUSG00000005225	Plekha8
0.0082406155030963	5.97275893534558e-07	ENSMUSG00000029120	Ppp2r2c
0.00192580359322896	1.39581328783718e-07	ENSMUSG00000097393	D030068K23Rik
0.0145683433602185	1.05590660000134e-06	ENSMUSG00000027368	Dusp2
0.00610283418955587	4.42330520370796e-07	ENSMUSG00000021983	Atp8a2
0.00392717559096961	2.84639819596261e-07	ENSMUSG00000074269	Rec114
0.00411969848405138	2.98593787348799e-07	ENSMUSG00000069911	Insyn2b
0.0115703239611366	8.38611579411217e-07	ENSMUSG00000027364	Usp50
0.00195473505801684	1.41678267595625e-07	ENSMUSG00000042233	NA
0.0161364610056223	1.16956302135408e-06	ENSMUSG00000091154	Proscos
0.0130954208054006	9.49149873552265e-07	ENSMUSG00000033538	Casp4
0.00503925300778626	3.65242662012485e-07	ENSMUSG00000069713	4933406P04Rik
0.00351729731197054	2.54932036817463e-07	ENSMUSG00000029658	Wdr95
0.00487640111932287	3.53439234567143e-07	ENSMUSG00000085786	Gm15987
0.0114500895799821	8.29897048632467e-07	ENSMUSG00000015222	Map2
0.0082798540646328	6.00119885818134e-07	ENSMUSG00000026885	Ttll11
0.00490353899940179	3.55406175212132e-07	ENSMUSG00000032845	Alpk2
0.00185281278347606	1.34290989597453e-07	ENSMUSG00000047343	Mettl21c
0.0013288270043379	9.63127494627742e-08	ENSMUSG00000056412	Psenen-ps
0.00147515797119934	1.06918748365539e-07	ENSMUSG00000093656	Gm20628
0.00973150422912696	7.05334799530837e-07	ENSMUSG00000024014	Pim1
0.0021007962375638	1.52264712442111e-07	ENSMUSG00000023959	Clic5
0.00403368954212717	2.92359900132432e-07	ENSMUSG00000058945	NA
0.00970260763765871	7.03240388320556e-07	ENSMUSG00000035983	Gm7008
0.00171997884661503	1.24663249011744e-07	ENSMUSG00000044548	Dact1
0.021040242348198	1.52498676148424e-06	ENSMUSG00000085178	Kdm6bos
0.00131213273338075	9.51027566413536e-08	ENSMUSG00000074448	Pate9
0.0368156624888046	2.66838171260452e-06	ENSMUSG00000083360	NA
0.00345992772561889	2.50773916475965e-07	ENSMUSG00000029070	Mxra8
0.00742012669834246	5.37807255080268e-07	ENSMUSG00000023045	Soat2
0.00158334672362384	1.14760217701228e-07	ENSMUSG00000097330	Gm26672
0.00458493626507786	3.32314000513e-07	ENSMUSG00000091313	Fth-ps2
0.0020916984324584	1.51605307853766e-07	ENSMUSG00000029759	Pon3
0.0102276234281004	7.41293283184778e-07	ENSMUSG00000078787	Cyp2t4
0.00153346523018284	1.11144830773563e-07	ENSMUSG00000005268	Prlr
0.00124349232809175	9.01277327021636e-08	ENSMUSG00000003559	As3mt
0.00712649199597401	5.16524751465826e-07	ENSMUSG00000054247	Gm9939
0.00578636363652892	4.1939288515829e-07	ENSMUSG00000034855	Cxcl10
0.00716519959983546	5.19330260189567e-07	ENSMUSG00000046417	Lrrc75a
0.0164295388141015	1.19080516156421e-06	ENSMUSG00000032363	Adamts7
0.00237583039719776	1.72199057563076e-07	ENSMUSG00000078240	Gm3550
0.00673769783643072	4.88345135640409e-07	ENSMUSG00000031465	Angpt2
0.00390712355753677	2.83186457747102e-07	ENSMUSG00000051934	Spats2
0.00804724573696203	5.83260544825834e-07	ENSMUSG00000044177	Wfikkn2
0.00264857686929094	1.91967592178803e-07	ENSMUSG00000082289	Gm15596
0.00868626328843686	6.29576233125815e-07	ENSMUSG00000020793	Galr2
0.00571174256085903	4.13984385073496e-07	ENSMUSG00000055271	9330161L09Rik
0.00445797829945466	3.23112147528786e-07	ENSMUSG00000020085	Aifm2
0.00443614158729601	3.21529433014134e-07	ENSMUSG00000026380	Tfcp2l1
0.00546870278896835	3.9636897796393e-07	ENSMUSG00000078945	Naip2
0.00602170449345145	4.36450278571534e-07	ENSMUSG00000001020	S100a4
0.00672150141457894	4.87171226685435e-07	ENSMUSG00000044139	Prss53
